Year,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Month,Day,Date
2015,11.512674044983934,0.1386029499858094,0.11112507151897622,-0.053633081687925986,-0.18298933404844428,0.06078003373378621,0.2351613256365895,0.7107667794474505,-0.15172765765573323,-0.08467856641060086,-0.01813106595884473,-0.04729863893718797,0.0,0.2520746468498393,2.4334166369153873,6.788289896465548,15.761870760442699,2015-07-10 00:34:26.690467584
2016,12.687751581368603,0.2621152405771565,0.07019047587033743,-0.03987751512551702,0.086431124188519,-0.10831454263542986,0.19714096017815794,0.06431342227595119,-0.2603222664720716,0.0782127426234505,-0.0474489591001855,-0.08523359005252304,0.0,0.2153842563898397,2.54169062679701,6.671362852213916,15.761069580218516,2016-07-06 07:32:32.156411648
2017,13.192151844743016,0.1755675217838193,0.06396817170263733,-0.08580809213537868,0.08169208628113021,-0.3000190080036466,0.06255618130682374,-0.4489431713009129,-0.21066198194237515,-0.03965895216116335,-0.25331349503532435,-0.31402202985291233,0.0,0.059468802138472394,2.6255065045851995,7.000213265088505,15.874173597782043,2017-07-16 13:38:07.140115200
2018,13.261937876680575,0.07976730396430737,0.15577043706671034,0.1089357501848912,0.22740597665372214,0.22438715946604953,-0.026822376232443115,0.09351859867923108,0.17451083563769607,0.042125264482530664,0.07252414087329581,0.12738521761600188,0.0,0.09111847877931445,2.3205068768351107,6.592489568845619,15.738062123319425,2018-07-04 00:50:04.172461824
2019,13.127182379801235,-0.09904344981521354,-0.038185760571628584,0.05989485720350336,-0.015154427856239133,0.10818678134213994,-0.13949336808740395,0.052647170316519915,0.16386084525501815,-0.04734274840788085,0.09127463714377468,0.1649488294018455,0.0,-0.053912562716832146,2.152699435938759,6.821246306741875,15.779344614558152,2019-07-11 01:11:10.104754176
2020,12.659707275075334,-0.40934061039838393,-0.33986006942696795,-0.09892938931263401,-0.32927523093820027,-0.1386796920903142,-0.09156992065787145,-0.23818660867589347,-0.006711886777663047,0.04972946417005105,0.05481379895784825,-0.03253196622325558,0.0,-0.41373471307984644,1.978906586310805,3.5693069306930694,15.65992251399053,2020-04-02 14:00:15.497201920
